"Renewable energy total consumption, billion Btu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,"55,439","52,845","51,541","50,928","56,855","52,586","49,417","47,544","50,503","51,519","48,824","53,944","53,756","56,619","55,603","56,938","59,585","59,462","61,587","64,051","50,083","43,459","52,528","53,388","57,948","53,689","80,995","80,494","78,601","83,553","83,563","85,812","87,708","89,878","93,678","100,846","110,726","111,865","105,738","85,469","82,051","62,097","71,249","79,195","81,282","86,112","88,781","87,814","99,635","107,059","119,331","126,072","130,282","137,204","142,830","136,029","137,132","140,953","143,746","143,524","141,796","141,820","143,051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,"5,481","5,345","6,520","11,217","11,830","14,330","17,608","17,970","20,425","22,746","23,594","27,599","26,557","17,787","20,599","28,521","25,744","19,955","25,337","23,678","23,189","21,281","22,170","22,551","23,881","22,670","24,137","22,460","22,817","20,119","16,782","17,179","16,878","13,327","22,483","25,427","31,749","35,035","24,153","27,606","24,637","17,327","22,801","28,218","35,452","40,210","48,442","49,723","61,804","75,313","87,016","95,870","89,886","87,595","92,365","94,662","99,457","100,650","106,424","110,508","109,785","127,298","130,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,"74,957","73,329","76,268","72,432","77,432","76,396","75,178","79,710","78,078","79,312","81,286","86,531","95,548","97,984","97,696","94,729","94,118","103,215","102,006","121,834","99,231","95,001","115,351","118,711","131,517","120,407","119,013","123,498","118,673","122,790","95,002","102,183","99,575","90,319","103,022","96,931","96,168","86,761","85,535","78,673","77,076","90,787","94,474","103,629","111,144","112,751","100,949","94,661","113,354","127,275","125,043","130,586","130,018","149,383","139,694","139,263","130,252","131,101","138,906","133,462","136,258","135,983","113,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,"42,057","43,091","42,005","39,339","40,685","43,732","46,470","45,877","53,674","55,410","55,637","54,253","61,777","66,240","65,222","62,394","68,529","74,355","78,861","81,375","58,988","62,452","73,520","70,196","81,397","86,444","99,181","105,587","103,242","117,474","104,748","106,685","117,816","105,422","104,814","110,346","104,877","113,638","105,346","88,905","92,516","85,632","98,087","94,315","94,176","103,498","145,778","181,517","239,809","219,216","283,429","328,303","332,011","359,700","385,070","398,889","471,877","505,042","550,781","574,791","593,952","652,838","742,759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,"3,258","2,920","3,384","3,210","4,758","5,072","4,636","5,725","5,686","6,097","4,831","5,661","6,715","6,935","5,823","6,560","7,111","6,394","6,995","8,068","7,295","8,001","9,546","11,261","11,786","10,781","11,874","7,117","6,478","6,522","6,163","6,843","6,935","7,689","7,282","7,891","8,638","10,114","10,526","11,624","10,305","7,552","6,663","6,359","6,457","9,387","8,964","9,680","11,695","12,273","13,743","17,797","17,032","16,506","18,376","22,403","28,557","34,406","34,045","34,544","33,858","35,440","36,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,"60,396","57,891","58,653","58,080","57,524","57,219","58,708","56,115","58,382","59,197","57,816","58,426","60,681","60,018","58,458","57,695","69,865","68,791","77,458","84,470","79,350","76,702","86,992","87,384","95,326","95,965","85,945","82,219","81,754","95,744","96,721","100,026","103,325","110,056","115,358","119,343","129,674","119,055","117,403","118,184","112,213","88,641","76,266","98,976","107,508","122,685","124,550","127,713","134,348","135,491","134,229","128,379","127,920","144,738","161,454","162,074","158,492","158,360","169,002","155,662","148,773","160,119","165,465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,"10,922","9,783","9,975","9,119","8,820","9,368","9,674","9,448","9,568","9,748","9,153","9,348","9,394","9,758","9,165","9,800","11,741","12,642","14,431","15,888","17,207","17,764","16,706","19,404","19,369","20,401","16,525","16,160","15,629","12,665","9,942","9,915","9,628","11,470","11,897","12,455","13,335","12,689","12,187","12,559","13,014","11,137","15,106","16,233","14,124","16,444","17,898","14,767","19,132","24,676","26,167","23,772","21,033","26,577","26,147","32,506","30,155","30,755","33,841","32,986","27,366","28,064","30,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,"175,732","185,353","194,038","209,427","225,740","234,444","247,337","264,572","286,795","297,673","303,741","311,429","325,886","301,720","346,630","349,910","393,673","305,612","384,391","348,746","371,848","414,784","390,554","396,700","395,362","375,320","387,678","361,528","361,971","353,677","393,303","380,353","333,174","333,704","328,652","374,986","427,620","452,482","363,145","423,236","366,576","282,161","362,363","348,997","342,000","337,323","396,795","368,526","374,417","368,148","376,536","461,703","450,509","420,843","428,271","416,372","445,992","450,523","449,574","397,305","418,531","405,037","426,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI,"47,340","46,016","46,422","44,151","44,178","46,685","46,522","46,455","49,123","47,624","44,830","46,037","48,836","50,768","51,418","51,823","58,073","61,728","74,303","76,956","172,558","181,562","178,401","199,498","199,049","199,954","144,821","141,882","147,044","113,775","89,162","92,278","93,750","88,684","92,731","97,801","109,575","111,497","98,824","102,773","102,202","113,726","93,609","105,269","94,937","133,050","129,267","131,522","146,450","138,138","165,909","165,350","159,237","167,004","170,579","177,132","175,018","173,491","179,888","177,352","152,214","150,391","159,677",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,"16,569","16,121","16,329","15,363","15,290","14,729","14,729","15,102","14,889","14,733","14,101","14,180","16,087","16,026","15,711","15,366","17,617","17,697","20,827","25,324","15,651","14,349","17,928","15,503","17,622","17,607","24,024","21,455","22,189","16,425","9,459","8,916","10,049","11,000","10,956","11,336","12,182","9,853","8,842","8,470","9,592","8,577","8,958","10,995","10,995","18,193","17,522","17,670","23,022","35,741","37,585","37,425","34,793","41,896","40,725","28,681","30,007","30,542","32,956","31,310","27,526","28,620","30,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY,"3,700","3,694","4,776","4,428","4,449","4,567","4,645","4,103","4,857","5,274","5,001","6,060","5,324","5,587","6,276","5,391","5,285","4,586","5,948","6,595","6,519","6,204","6,260","7,598","8,144","7,466","8,208","5,739","5,946","5,699","5,023","5,610","4,857","5,319","6,161","5,464","6,383","6,890","6,611","6,108","6,478","6,047","5,308","5,193","6,050","9,242","9,146","9,356","10,894","14,767","18,860","25,020","23,353","23,277","23,842","25,056","27,276","27,840","26,262","27,766","31,258","39,857","45,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,"1,829,874","1,825,773","1,887,502","1,900,483","1,952,686","2,007,517","2,044,990","2,108,853","2,191,661","2,307,419","2,289,021","2,353,833","2,449,491","2,475,544","2,586,000","2,544,166","2,704,698","2,613,473","3,014,948","3,131,030","3,441,570","3,519,386","3,747,087","4,069,164","4,104,641","4,018,248","3,970,572","3,777,208","3,822,745","4,206,142","3,864,578","3,901,433","3,931,743","4,004,770","4,056,473","4,296,642","4,481,498","4,460,893","4,172,729","4,201,726","4,095,636","3,516,309","3,766,155","3,915,884","4,105,528","4,231,361","4,480,272","4,594,859","5,067,705","5,292,518","5,895,676","6,308,059","6,150,362","6,587,023","6,799,010","6,829,466","7,119,713","7,383,481","7,534,560","7,593,816","7,300,560","7,644,235","8,090,796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
