"Coal total consumption, billion Btu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,149","1,040",941,"1,124",395,"1,573","1,242",795,721,"1,063","6,750","15,575","15,740","19,914","20,371","20,513","18,223","17,691","17,653","17,774","16,618","18,044","17,913","16,506","16,102","17,107","18,095","17,083","17,117","16,080","16,572","15,306","17,241","15,632","16,431","14,948","14,367","14,179","13,281","12,566","7,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,"115,945","104,513","114,293","116,201","112,797","126,638","125,400","120,832","120,036","127,011","130,867","124,704","144,863","148,656","128,173","131,562","169,471","185,141","201,296","219,445","234,425","252,126","243,876","253,663","251,547","268,806","262,130","287,346","306,130","317,665","334,999","349,273","329,253","344,102","348,935","372,311","383,702","391,698","424,859","432,009","445,888","443,921","441,534","444,587","443,221","429,777","435,187","465,167","485,218","444,574","493,794","463,138","422,595","402,402","401,151","348,293","298,006","300,287","325,673","266,368","183,017","264,419","227,866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,"16,845","17,103","18,028","16,589","18,234","15,863","14,867","13,401","11,552","9,853","7,935","12,157","10,531","10,636","11,362","13,416","15,162","12,102","11,424","11,856","9,610","9,801","10,358","9,466","9,020","8,870","8,617","8,859","9,710","9,757","10,086","12,271","9,620","9,782","9,663","8,946","7,311","6,410","8,783","7,976","13,732","11,395","10,194","10,219","12,336","11,286","8,212","10,261","8,604","8,443","8,527","7,846","5,186","7,965","7,472","4,249","2,432","2,615","2,823","2,364","2,663","3,051","1,881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,"914,648","899,157","912,473","912,344","944,485","1,014,492","1,072,076","1,030,722","1,006,199","1,012,703","920,303","843,847","852,205","884,606","874,930","845,574","862,231","860,555","841,562","845,402","844,481","796,603","778,512","848,229","833,205","811,110","804,201","783,231","745,182","720,967","748,159","757,572","698,647","812,832","825,387","826,679","919,858","974,920","949,046","958,832","1,016,555","983,729","986,832","1,010,087","1,069,538","1,047,532","1,045,398","1,091,382","1,103,163","1,014,972","1,069,037","1,052,224","969,294","1,026,925","1,017,855","850,430","702,467","685,000","704,574","591,909","391,150","522,809","496,983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,"794,942","798,090","785,052","815,496","860,401","900,562","967,518","930,848","961,526","996,123","1,006,824","942,253","1,050,876","1,097,874","1,038,072","1,061,168","1,062,942","1,109,953","1,074,576","1,171,644","1,156,965","1,150,611","1,007,163","1,105,128","1,209,499","1,193,273","1,130,131","1,166,555","1,267,244","1,292,598","1,361,800","1,338,976","1,291,098","1,319,875","1,297,228","1,344,410","1,374,505","1,423,469","1,447,976","1,477,167","1,595,037","1,569,235","1,547,530","1,570,700","1,614,210","1,594,399","1,587,100","1,572,084","1,558,078","1,365,413","1,449,371","1,333,442","1,193,465","1,198,611","1,221,492","1,007,472","948,386","929,271","985,668","821,545","669,310","753,557","719,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,"15,724","13,478","14,595","16,716","14,827","15,282","13,680","12,231","12,740","9,771","10,701","10,817","12,416","24,625","39,107","62,280","73,379","89,517","136,849","147,482","191,574","212,932","212,511","231,156","274,843","259,501","251,692","267,406","269,294","267,926","271,741","268,537","253,303","302,570","300,955","289,709","338,314","310,907","309,382","329,308","362,797","354,647","391,664","389,464","385,498","379,823","364,212","396,333","371,804","356,079","359,908","346,521","307,585","326,817","316,572","273,416","253,121","216,747","227,665","197,779","193,779","219,031","226,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,"286,738","288,113","287,376","368,036","401,711","415,492","426,294","434,203","444,142","470,838","527,054","550,397","583,808","573,386","593,822","558,334","617,452","613,466","617,183","609,287","641,685","663,926","626,978","637,850","670,985","716,929","749,913","746,716","821,777","767,632","803,503","802,748","812,932","921,147","896,399","929,379","952,091","977,760","958,990","987,592","997,621","1,013,055","950,941","943,652","961,759","986,263","1,023,263","1,020,709","1,024,816","937,106","1,009,823","1,010,623","909,705","914,774","913,452","796,484","736,584","639,356","655,909","574,502","482,266","548,443","523,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"1,774","3,747","2,518","2,456","23,727","64,251","106,718","119,071","159,097","171,903","172,355","212,090","207,701","208,871","214,236","223,538","223,457","230,869","216,826","205,405","226,065","225,283","227,687","253,263","239,990","232,109","247,978","256,716","253,518","265,214","249,800","262,470","252,519","259,750","269,993","238,811","228,055","209,973","174,221","140,513","142,267","137,818","90,701","48,718","95,856","96,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,"118,745","120,459","119,907","115,969","123,421","127,922","112,103","101,438","87,696","60,429","21,393","13,054","7,677","5,151","26,447","24,484","3,953","4,008","3,163","4,632","22,845","26,644","89,641","96,877","116,021","110,246","99,755","117,626","116,851","121,873","114,004","117,917","112,044","99,579","101,755","105,363","113,698","122,896","109,862","113,610","114,658","109,014","118,358","109,373","105,075","119,333","112,173","120,168","106,897","92,056","83,850","42,963","24,036","42,208","29,871","24,177","20,115","12,407",101,71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,"226,566","230,214","252,310","275,328","300,629","327,393","339,046","350,715","362,795","355,397","311,292","273,953","226,421","256,761","217,510","197,160","245,318","189,728","209,720","240,709","235,710","210,368","217,256","232,600","270,158","256,210","275,042","288,901","301,217","295,785","286,482","274,761","247,493","261,730","268,862","289,562","292,476","289,686","303,896","305,186","312,162","318,851","325,834","329,590","327,239","329,304","324,657","327,979","309,294","266,860","266,067","241,190","192,334","183,191","201,220","165,994","162,931","106,973","124,191","77,301","49,692","69,186","61,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,"20,408","19,505","17,821","12,541","8,082","7,992","7,401","5,618","4,592","4,272","2,166","2,301","1,402","1,418","1,957","1,311","1,050",603,719,778,"3,008","3,141","6,935","5,895","4,951","5,093","9,294","6,849","6,906","6,757","10,413","15,409","27,500","17,377","17,631","10,995","9,827","8,966","7,294","6,864","9,980","7,875","8,000","7,481","7,336","7,059","6,618","6,583","5,908","1,652","2,279","1,542","1,299","1,657","2,142","2,588","2,194","2,168","2,113","2,160","1,657","1,588","1,269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,"653,141","637,466","695,978","758,970","780,945","830,191","897,159","870,628","933,607","908,860","828,881","837,639","843,677","791,284","709,962","750,983","717,683","692,982","671,257","758,928","759,026","757,492","711,387","706,594","747,632","781,884","811,930","840,236","830,904","790,246","788,043","764,149","707,470","715,473","800,996","786,684","796,303","781,123","826,852","832,638","799,800","789,703","739,866","747,940","773,825","799,463","773,595","801,178","799,969","735,907","749,285","691,150","621,633","658,172","618,479","617,280","471,236","499,439","506,105","447,823","334,428","436,203","423,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,"131,265","130,948","131,206","138,716","156,354","159,987","171,398","161,175","150,563","191,156","179,727","155,594","161,572","180,736","188,665","191,490","222,441","264,929","255,741","229,460","242,420","244,190","212,528","211,168","231,376","226,094","201,382","255,980","303,592","324,899","325,469","301,476","300,773","325,850","332,848","337,972","354,571","341,636","357,030","341,475","373,775","353,305","360,822","390,691","378,775","379,114","370,814","366,208","359,359","328,678","315,438","315,604","257,875","267,695","313,073","271,570","261,250","257,594","261,530","205,139","162,702","179,055","184,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,"170,906","158,523","180,520","180,670","183,420","189,620","190,661","188,991","212,261","244,510","279,245","294,143","334,355","383,451","382,005","430,226","468,324","503,909","485,655","512,505","531,438","536,042","523,817","564,360","593,295","529,684","512,338","528,040","547,281","550,407","539,572","533,887","522,331","467,752","539,958","593,728","631,084","670,589","695,687","687,170","688,905","716,378","725,679","795,634","807,466","835,663","829,054","802,879","792,918","765,617","801,625","825,650","768,297","806,549","780,707","696,401","639,860","709,796","668,188","584,662","551,341","616,413","566,940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,753,655,708,763,729,"1,020",898,962,"7,317","14,757","13,225","13,498","13,952","29,485","34,581","33,355","42,531","38,658","40,994","59,765","74,997","82,948","100,518","96,091","103,950","109,381","108,771","122,372","129,622","95,648","103,944","95,302","86,785","99,325","97,270","103,786","127,780","132,171","125,930","137,608","147,481","198,275","154,339","178,949","184,992","176,286","190,057","185,063","177,166","141,675","148,463","107,546","82,456","97,767","116,537","71,626","61,219","53,779","60,015","51,028","54,188","64,446","66,214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,"3,999","5,149","5,670","5,372","5,811","5,537","5,805","5,484","6,719","9,648","12,023","11,475","13,182","15,243","14,717","18,630","42,179","57,814","57,597","63,407","60,228","62,539","48,650","42,786","90,265","99,055","133,247","132,937","181,480","179,360","168,848","184,213","194,093","161,903","193,689","175,304","138,751","162,568","186,099","186,770","176,779","184,401","166,322","188,981","195,620","199,495","194,307","202,480","203,260","172,812","203,339","165,687","157,308","166,104","175,357","178,421","161,938","156,073","152,295","159,165","98,886","122,765","131,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC,"231,342","244,241","260,487","282,911","295,013","325,866","380,312","405,418","446,588","472,767","491,383","484,598","492,784","531,706","522,825","476,522","544,481","548,103","499,873","558,638","624,696","655,284","622,104","594,999","558,943","550,505","583,153","500,936","515,435","591,439","568,294","567,411","649,160","689,419","632,792","662,870","744,253","765,927","754,322","742,398","786,114","756,311","770,928","771,618","782,692","811,939","777,871","827,974","794,693","678,673","749,091","624,783","534,713","493,771","501,592","405,525","381,761","350,286","325,121","318,154","223,906","222,501","163,029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ND,"30,531","30,011","28,384","24,937","26,502","24,746","36,034","44,028","48,467","49,996","57,471","67,672","72,820","71,095","76,484","67,943","91,487","107,264","129,778","148,077","163,322","172,400","198,916","213,444","256,659","301,957","310,868","319,324","369,782","363,811","374,517","378,936","399,188","399,919","402,452","399,757","403,951","385,988","409,226","411,323","424,563","420,001","422,809","420,832","398,381","431,133","414,838","420,719","424,615","423,267","409,684","394,771","406,344","393,193","399,195","408,091","394,579","397,875","407,262","372,018","363,255","361,811","369,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,"20,010","18,164","23,047","24,513","23,650","20,815","19,748","18,303","17,192","27,082","29,716","26,322","33,509","36,867","32,763","32,886","53,712","59,344","59,813","77,604","93,942","98,584","96,746","104,815","124,257","115,478","109,935","116,462","139,344","131,097","142,021","152,008","140,933","166,207","160,506","179,482","178,884","193,334","204,797","198,490","206,938","226,691","217,939","227,290","223,624","228,667","227,444","216,872","234,654","249,593","254,552","285,384","272,587","292,956","276,544","266,319","240,465","233,809","264,072","240,414","213,747","216,298","223,571",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH,"5,390","12,308","12,330","11,520","11,755","11,171","9,655","10,247","22,297","26,956","27,149","25,496","30,649","28,325","25,275","26,187","20,331","26,470","20,409","29,080","29,275","24,226","27,624","29,383","34,056","39,719","25,052","31,550","32,754","31,544","31,544","34,784","34,679","37,485","33,580","35,576","36,142","44,527","38,623","35,408","44,033","40,125","39,845","41,633","43,446","44,169","44,807","44,899","40,241","32,844","33,827","24,489","14,191","16,778","14,867","10,989","5,277","3,617","7,798","4,182","1,518","3,259","3,864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,"168,775","193,959","195,944","193,035","206,555","236,647","236,575","198,642","188,734","141,206","123,291","91,498","31,985","66,132","82,477","60,498","70,596","71,011","60,820","59,195","68,692","75,464","78,375","91,632","84,013","103,310","77,882","90,538","81,127","94,831","80,800","61,891","62,741","63,133","65,071","79,902","86,606","99,889","86,235","88,984","114,734","112,207","104,849","106,857","112,707","125,332","116,093","111,799","97,671","59,563","71,961","49,592","25,589","25,910","30,731","22,925","17,455","16,488","16,732","13,780","12,144","12,586","6,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,"4,064","3,303","2,451","15,765","31,271","44,277","37,029","44,143","42,971","50,226","99,380","120,695","123,807","134,490","140,947","132,535","137,492","153,922","145,738","152,939","202,870","196,933","225,549","263,654","252,868","268,374","241,600","260,668","266,124","279,835","275,661","234,301","267,469","270,273","278,385","275,217","279,149","288,506","290,367","298,105","305,513","297,096","284,132","305,641","309,418","317,916","316,221","296,067","284,346","306,162","267,474","284,737","263,439","256,377","215,348","215,703","197,083","199,114","136,824","151,468","138,968","133,228","138,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,"3,962","3,740","4,218","3,387","3,234","7,892","10,862","9,379","14,582","16,679","17,290","36,438","84,363","90,083","100,463","101,298","111,294","115,938","91,272","99,307","93,216","112,197","146,479","140,246","155,582","126,210","161,583","154,875","183,513","170,222","165,306","180,259","178,836","172,371","180,270","162,497","169,470","166,666","184,243","181,616","199,339","188,572","164,775","182,553","193,634","197,799","84,225","82,871","88,619","83,812","80,228","62,701","52,850","64,838","79,230","36,635","30,765","27,297","34,996","37,177","27,778","35,910","35,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,"691,728","634,013","620,891","643,946","739,638","755,238","731,385","726,567","700,146","656,531","598,940","435,654","355,384","369,320","374,196","312,508","363,821","336,851","297,344","315,174","313,708","308,653","288,982","268,018","299,885","301,368","253,341","294,305","332,998","363,802","349,779","352,268","355,983","326,194","316,750","305,274","311,795","325,232","337,438","317,998","330,844","306,993","280,584","286,179","276,470","256,879","256,345","258,450","228,985","155,965","167,094","125,181","72,914","68,707","64,655","41,241","29,679","19,553","16,710","13,648","5,681","5,370","6,143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,"1,269,205","1,159,286","1,229,713","1,243,806","1,272,289","1,324,406","1,420,418","1,405,472","1,478,634","1,556,077","1,571,427","1,490,481","1,561,035","1,622,805","1,642,125","1,619,050","1,653,336","1,669,162","1,622,430","1,668,432","1,528,107","1,534,900","1,392,042","1,321,092","1,361,844","1,389,464","1,431,837","1,433,056","1,474,684","1,468,632","1,425,314","1,413,415","1,416,870","1,431,633","1,386,079","1,379,803","1,447,126","1,407,234","1,450,165","1,382,205","1,428,454","1,362,828","1,396,899","1,443,498","1,391,290","1,481,045","1,450,797","1,463,773","1,438,432","1,267,267","1,355,137","1,222,606","1,019,140","1,104,486","1,057,377","865,714","825,311","810,953","717,818","594,257","556,769","575,920","539,587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,"1,826","1,452","1,072","1,685","1,035",697,695,567,465,144,154,164,165,"4,085","4,187",537,"1,541","12,381","43,718","60,391","106,346","157,728","203,812","219,296","230,922","237,168","217,945","240,662","269,419","270,329","278,807","312,747","328,337","355,829","333,445","369,889","373,093","392,437","370,064","360,598","381,089","376,112","391,379","393,790","372,093","397,379","384,418","373,217","391,688","373,271","346,047","378,320","327,089","335,925","336,080","280,748","221,842","198,309","171,280","93,953","70,714","131,695","106,855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,"8,943","9,420","8,805","7,455","6,833","7,110","6,521","4,802","3,898","3,950","3,047","3,376","2,240","2,144","3,251","2,673","5,876","5,223","4,672","4,679","12,102","25,826","11,803","9,888","11,814","10,045","2,911","3,679","3,115","6,734","15,658","32,760","40,780","37,131","44,583","20,173","20,261","16,363","36,133","38,604","38,700","43,365","37,751","44,884","36,460","35,624","26,895","45,461","41,408","33,150","42,556","35,135","28,259","38,900","34,238","26,515","19,440","18,723","16,911","27,430","17,811","1,303","1,066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,"1,530,508","1,431,872","1,477,609","1,538,471","1,699,047","1,751,318","1,746,453","1,701,151","1,725,890","1,628,975","1,698,980","1,619,609","1,662,309","1,798,616","1,661,359","1,646,695","1,682,817","1,577,975","1,572,452","1,756,262","1,636,051","1,495,944","1,291,496","1,337,526","1,462,314","1,409,068","1,318,385","1,381,080","1,466,212","1,490,936","1,469,705","1,425,228","1,473,154","1,487,022","1,439,646","1,484,091","1,543,719","1,569,642","1,466,042","1,414,957","1,508,091","1,392,203","1,457,349","1,461,986","1,474,310","1,490,836","1,499,292","1,491,907","1,421,091","1,223,937","1,310,670","1,212,984","1,093,178","1,126,118","1,039,161","878,829","734,838","669,540","644,056","568,781","374,254","485,193","435,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI,"16,754","15,116","14,953","13,308","11,022","11,461","10,581","6,545","3,297",242,228,211,157,149,954,147,146,117,123,122,165,192,197,172,225,213,705,130,"4,386",679,129,101,123,72,75,74,81,71,59,41,52,50,76,101,76,76,49,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC,"96,414","103,498","108,500","118,239","108,707","121,474","132,867","134,348","123,989","131,995","140,118","152,014","174,934","167,908","155,268","140,171","171,042","189,564","192,321","206,761","245,769","266,523","271,483","233,856","244,040","262,653","263,944","295,325","301,780","302,156","289,222","290,951","288,325","329,445","330,813","314,509","352,579","361,385","373,368","402,153","432,195","414,459","404,455","419,663","433,868","431,086","432,220","444,046","445,454","371,981","404,966","366,160","298,572","257,319","305,656","241,217","221,865","192,751","205,204","160,703","137,280","162,628","150,973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD,"6,707","6,273","6,725","6,221","5,539","5,652","5,239","5,553","5,218","5,503","5,674","5,817","5,309","6,341","7,356","24,282","37,063","35,614","38,551","35,473","36,564","36,204","36,957","30,709","34,414","34,530","29,205","14,564","33,805","34,299","34,882","38,674","36,042","36,371","41,355","37,429","33,538","42,942","41,015","46,304","50,602","44,372","39,957","43,017","43,562","36,952","39,570","33,256","43,098","37,480","39,061","32,112","35,574","34,246","33,062","19,616","26,660","26,114","27,618","31,420","21,692","21,589","24,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,"374,478","354,174","347,170","386,275","336,101","338,853","363,659","351,990","439,263","436,716","403,742","369,984","444,326","532,943","470,336","471,919","561,514","553,721","564,711","542,302","576,894","565,947","470,661","547,105","555,270","599,665","605,739","596,507","610,560","566,938","600,526","565,397","590,306","685,674","622,698","669,028","650,760","680,608","651,838","648,342","705,059","687,352","655,906","621,425","648,005","657,711","677,174","672,766","643,796","477,713","515,464","481,127","423,086","399,768","427,509","370,650","379,775","334,567","251,835","216,876","176,104","225,784","204,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,"24,974","18,203","20,582","19,173","26,232","29,182","27,844","23,523","24,996","25,141","30,767","24,048","50,140","125,909","133,141","196,172","226,342","288,187","418,438","587,642","734,145","858,514","931,065","1,016,758","1,074,868","1,148,998","1,162,745","1,203,925","1,264,113","1,335,906","1,333,671","1,333,449","1,324,063","1,430,676","1,389,409","1,364,800","1,485,577","1,523,201","1,488,589","1,530,426","1,548,184","1,492,977","1,550,325","1,603,971","1,626,029","1,627,863","1,610,301","1,609,155","1,605,925","1,497,854","1,568,060","1,695,239","1,498,818","1,597,357","1,585,961","1,340,422","1,323,111","1,451,978","1,189,311","992,721","872,845","968,401","932,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
